Time,NodeID,q0,q1,q2,q3,leftActivity,confirmLeft,rightActivity,confirmRight,
588609,3.0,0.86148685,0.3772436,0.30272838,0.14322291,9.0,0.0,1.0,0.0,
586729,6.0,0.5217083,-0.5906672,-0.41732377,0.4487784,9.0,0.0,1.0,0.0,
586769,6.0,0.5000145,-0.6052035,-0.42867628,0.44337112,9.0,0.0,1.0,0.0,
587493,5.0,0.5821013,-0.5244243,-0.3884355,0.4815427,9.0,0.0,1.0,0.0,
587533,5.0,0.57258636,-0.5380585,-0.3955972,0.4719841,9.0,0.0,1.0,0.0,
589097,1.0,-0.7256045,-0.11284691,-0.5389668,-0.4085441,9.0,0.0,1.0,0.0,
580920,0.0,-0.42702287,0.65511507,0.48709843,0.3845002,9.0,0.0,1.0,0.0,
580960,0.0,-0.42769903,0.6572096,0.48531297,0.3824263,9.0,0.0,1.0,0.0,
589138,1.0,-0.72584206,-0.11265785,-0.53833145,-0.40901136,9.0,0.0,1.0,0.0,
588227,2.0,-0.88317627,-0.09267835,-0.4280362,0.15756012,9.0,0.0,1.0,0.0,
588267,2.0,-0.88346493,-0.09293929,-0.427385,0.15755543,9.0,0.0,1.0,0.0,
588650,3.0,0.86137253,0.37705064,0.30334494,0.14311376,9.0,0.0,1.0,0.0,
588690,3.0,0.8613159,0.37737745,0.30336183,0.14255676,9.0,0.0,1.0,0.0,
587575,5.0,0.5666925,-0.5509173,-0.402524,0.4582059,9.0,0.0,1.0,0.0,
587615,5.0,0.56519127,-0.564269,-0.40427384,0.44198453,9.0,0.0,1.0,0.0,
586811,6.0,0.49024448,-0.6197854,-0.43431824,0.4283948,9.0,0.0,1.0,0.0,
586851,6.0,0.47807807,-0.62724733,-0.44252425,0.42285123,9.0,0.0,1.0,0.0,
588309,2.0,-0.88329613,-0.0931709,-0.42754653,0.15792634,9.0,0.0,1.0,0.0,
589179,1.0,-0.72631896,-0.11265259,-0.537211,-0.4096389,9.0,0.0,1.0,0.0,
588732,3.0,0.86182874,0.3770869,0.30246907,0.1421223,9.0,0.0,1.0,0.0,
585884,4.0,-0.7620039,0.41005737,0.44730377,-0.21852025,9.0,0.0,1.0,0.0,
585924,4.0,-0.7606276,0.42060545,0.43765628,-0.22276121,9.0,0.0,1.0,0.0,
585964,4.0,-0.75899434,0.4281229,0.4318414,-0.22534558,9.0,0.0,1.0,0.0,
587657,5.0,0.5612501,-0.57240194,-0.40465304,0.4361644,9.0,0.0,1.0,0.0,
581042,0.0,-0.42837423,0.6618996,0.48121652,0.378741,9.0,0.0,1.0,0.0,
589220,1.0,-0.7259903,-0.11193766,-0.53735095,-0.41023365,9.0,0.0,1.0,0.0,
588350,2.0,-0.8825835,-0.09272318,-0.4288878,0.1585354,9.0,0.0,1.0,0.0,
588773,3.0,0.86227155,0.3761129,0.30252257,0.14190331,9.0,0.0,1.0,0.0,
586007,4.0,-0.75814295,0.43285537,0.42890245,-0.22478378,9.0,0.0,1.0,0.0,
587698,5.0,0.56196517,-0.57824326,-0.4010406,0.43084317,9.0,0.0,1.0,0.0,
586893,6.0,0.47692117,-0.63490045,-0.4384401,0.41694987,9.0,0.0,1.0,0.0,
581081,0.0,-0.42835173,0.66292256,0.47949195,0.37916443,9.0,0.0,1.0,0.0,
589261,1.0,-0.7252751,-0.11166298,-0.5378891,-0.41086757,9.0,0.0,1.0,0.0,
588391,2.0,-0.8818928,-0.09252242,-0.4303389,0.15856498,9.0,0.0,1.0,0.0,
588814,3.0,0.8622414,0.37612092,0.3024989,0.14211625,9.0,0.0,1.0,0.0,
586048,4.0,-0.75883895,0.43553463,0.42574248,-0.22326183,9.0,0.0,1.0,0.0,
586936,6.0,0.47855857,-0.64217305,-0.43052977,0.41215163,9.0,0.0,1.0,0.0,
581122,0.0,-0.4287763,0.66312504,0.47889987,0.3790786,9.0,0.0,1.0,0.0,
581162,0.0,-0.42981797,0.6623395,0.47892985,0.37923425,9.0,0.0,1.0,0.0,
589302,1.0,-0.7253853,-0.11215083,-0.53729665,-0.41131523,9.0,0.0,1.0,0.0,
589342,1.0,-0.7251968,-0.11226662,-0.5375367,-0.4113024,9.0,0.0,1.0,0.0,
588432,2.0,-0.8819528,-0.0929167,-0.43005615,0.15876715,9.0,0.0,1.0,0.0,
588472,2.0,-0.8820793,-0.09243742,-0.42966664,0.1593977,9.0,0.0,1.0,0.0,
588855,3.0,0.86183536,0.3774826,0.30213916,0.14173318,9.0,0.0,1.0,0.0,
588895,3.0,0.862031,0.37712207,0.30230212,0.1411545,9.0,0.0,1.0,0.0,
586089,4.0,-0.759416,0.43717077,0.4243256,-0.22078592,9.0,0.0,1.0,0.0,
586129,4.0,-0.75998753,0.43755877,0.42302385,-0.22054888,9.0,0.0,1.0,0.0,
586977,6.0,0.47795483,-0.64772296,-0.42596313,0.4088996,9.0,0.0,1.0,0.0,
587017,6.0,0.48333812,-0.6504975,-0.42189413,0.402333,9.0,0.0,1.0,0.0,
589382,1.0,-0.72502387,-0.1120422,-0.5383312,-0.41062889,9.0,0.0,1.0,0.0,
588937,3.0,0.8624627,0.37609407,0.30239144,0.14106871,9.0,0.0,1.0,0.0,
587862,5.0,0.5661186,-0.58962965,-0.40257803,0.40793005,9.0,0.0,1.0,0.0,
586171,4.0,-0.7593832,0.4365616,0.42473444,-0.22131734,9.0,0.0,1.0,0.0,
581245,0.0,-0.43163592,0.66064614,0.47964236,0.37922272,9.0,0.0,1.0,0.0,
589423,1.0,-0.7244242,-0.11202091,-0.53923446,-0.41050807,9.0,0.0,1.0,0.0,
588554,2.0,-0.88095045,-0.09162731,-0.4318268,0.1602681,9.0,0.0,1.0,0.0,
588978,3.0,0.86230826,0.37608263,0.30288863,0.14097658,9.0,0.0,1.0,0.0,
586212,4.0,-0.758929,0.4346092,0.42750373,-0.22138582,9.0,0.0,1.0,0.0,
587903,5.0,0.566279,-0.5900415,-0.40793848,0.40173975,9.0,0.0,1.0,0.0,
587057,6.0,0.4794543,-0.6506288,-0.42876035,0.39949915,9.0,0.0,1.0,0.0,
587097,6.0,0.47815284,-0.6522638,-0.4342231,0.3924302,9.0,0.0,1.0,0.0,
581286,0.0,-0.43252823,0.6598451,0.48024684,0.3788354,9.0,0.0,1.0,0.0,
589464,1.0,-0.72375,-0.11211684,-0.54024065,-0.41034773,9.0,0.0,1.0,0.0,
588595,2.0,-0.8802116,-0.09153959,-0.43323076,0.16058935,9.0,0.0,1.0,0.0,
589019,3.0,0.8621935,0.37585983,0.30386013,0.14017929,9.0,0.0,1.0,0.0,
586253,4.0,-0.7595303,0.43328175,0.4288712,-0.21927053,9.0,0.0,1.0,0.0,
587943,5.0,0.56707007,-0.58989793,-0.41213173,0.39652103,9.0,0.0,1.0,0.0,
587139,6.0,0.47726095,-0.6532172,-0.4395547,0.3859409,9.0,0.0,1.0,0.0,
581327,0.0,-0.4330853,0.65901107,0.4812028,0.37843755,9.0,0.0,1.0,0.0,
589505,1.0,-0.72307056,-0.11221675,-0.540964,-0.4105654,9.0,0.0,1.0,0.0,
588636,2.0,-0.87997013,-0.09164549,-0.43365127,0.16071647,9.0,0.0,1.0,0.0,
589060,3.0,0.8620614,0.3757566,0.3044925,0.13989717,9.0,0.0,1.0,0.0,
586294,4.0,-0.7598047,0.4316517,0.430569,-0.2182054,9.0,0.0,1.0,0.0,
587982,5.0,0.56885827,-0.58918107,-0.41529453,0.39169616,9.0,0.0,1.0,0.0,
587182,6.0,0.4785946,-0.654131,-0.442333,0.37951383,9.0,0.0,1.0,0.0,
589546,1.0,-0.7229839,-0.11261171,-0.54054666,-0.41115904,9.0,0.0,1.0,0.0,
589101,3.0,0.8618141,0.37666228,0.30427468,0.13945779,9.0,0.0,1.0,0.0,
589586,1.0,-0.7225834,-0.11287916,-0.5402689,-0.41215348,9.0,0.0,1.0,0.0,
581368,0.0,-0.4336584,0.6584482,0.48186553,0.37791723,9.0,0.0,1.0,0.0,
581408,0.0,-0.4338538,0.65813637,0.4822195,0.37778497,9.0,0.0,1.0,0.0,
588677,2.0,-0.87982816,-0.09207609,-0.43378317,0.16089195,9.0,0.0,1.0,0.0,
588717,2.0,-0.8792055,-0.09222794,-0.43495277,0.16105045,9.0,0.0,1.0,0.0,
589142,3.0,0.8618797,0.37607956,0.30476347,0.1395581,9.0,0.0,1.0,0.0,
586334,4.0,-0.7608521,0.43038407,0.43094173,-0.21631563,9.0,0.0,1.0,0.0,
586374,4.0,-0.7615132,0.4291083,0.43160212,-0.2152044,9.0,0.0,1.0,0.0,
588025,5.0,0.5695096,-0.5887481,-0.41722947,0.38933736,9.0,0.0,1.0,0.0,
588065,5.0,0.5700327,-0.58860016,-0.41791183,0.38806176,9.0,0.0,1.0,0.0,
587223,6.0,0.47865453,-0.6533567,-0.44620413,0.3762262,9.0,0.0,1.0,0.0,
587263,6.0,0.477211,-0.65350163,-0.4481143,0.3755375,9.0,0.0,1.0,0.0,
581452,0.0,-0.43391183,0.65785563,0.48221225,0.37821615,9.0,0.0,1.0,0.0,
589628,1.0,-0.72198707,-0.11360297,-0.53987634,-0.41351208,9.0,0.0,1.0,0.0,
588759,2.0,-0.879022,-0.09257283,-0.4353443,0.1607966,9.0,0.0,1.0,0.0,
589183,3.0,0.86169505,0.3761419,0.30518347,0.13961223,9.0,0.0,1.0,0.0,
588107,5.0,0.5707092,-0.58742565,-0.417482,0.3893076,9.0,0.0,1.0,0.0,
587304,6.0,0.4774538,-0.651843,-0.44896975,0.37708667,9.0,0.0,1.0,0.0,
581491,0.0,-0.43379116,0.6575691,0.48255673,0.37841344,9.0,0.0,1.0,0.0,
589669,1.0,-0.7215417,-0.11400396,-0.539251,-0.4149922,9.0,0.0,1.0,0.0,
588800,2.0,-0.8791115,-0.09301464,-0.43512964,0.16063301,9.0,0.0,1.0,0.0,
589224,3.0,0.86123633,0.37707132,0.30538064,0.1395045,9.0,0.0,1.0,0.0,
586416,4.0,-0.7627516,0.42811704,0.4315646,-0.21285546,9.0,0.0,1.0,0.0,
586456,4.0,-0.7642682,0.42782652,0.4302771,-0.21059377,9.0,0.0,1.0,0.0,
587345,6.0,0.4803415,-0.6503929,-0.44669348,0.3786233,9.0,0.0,1.0,0.0,
581532,0.0,-0.43359828,0.65725714,0.4830069,0.37860215,9.0,0.0,1.0,0.0,
589710,1.0,-0.7212926,-0.11419027,-0.5384609,-0.41639775,9.0,0.0,1.0,0.0,
588841,2.0,-0.8797238,-0.09313367,-0.43389875,0.16054146,9.0,0.0,1.0,0.0,
589265,3.0,0.86109954,0.3774165,0.30524164,0.13972016,9.0,0.0,1.0,0.0,
587384,6.0,0.48072523,-0.6493487,-0.44642353,0.38024363,9.0,0.0,1.0,0.0,
588148,5.0,0.5735342,-0.587143,-0.4149162,0.38832423,9.0,0.0,1.0,0.0,
588188,5.0,0.5736717,-0.5866917,-0.41417447,0.3895932,9.0,0.0,1.0,0.0,
581573,0.0,-0.43347397,0.6570544,0.4834253,0.37856224,9.0,0.0,1.0,0.0,
589751,1.0,-0.7214641,-0.11450537,-0.53713006,-0.41773093,9.0,0.0,1.0,0.0,
588882,2.0,-0.8801544,-0.09342182,-0.43313423,0.16007812,9.0,0.0,1.0,0.0,
589306,3.0,0.86079735,0.3777136,0.3055874,0.14002262,9.0,0.0,1.0,0.0,
586498,4.0,-0.7642882,0.4270734,0.4306647,-0.21125658,9.0,0.0,1.0,0.0,
586538,4.0,-0.76501095,0.4270888,0.4298229,-0.21032155,9.0,0.0,1.0,0.0,
587425,6.0,0.4823779,-0.6494658,-0.44457835,0.38011235,9.0,0.0,1.0,0.0,
581614,0.0,-0.4331058,0.6566586,0.4840232,0.37890637,9.0,0.0,1.0,0.0,
589792,1.0,-0.72100574,-0.1148207,-0.5364002,-0.4193702,9.0,0.0,1.0,0.0,
588923,2.0,-0.8803531,-0.09381199,-0.4327408,0.1598207,9.0,0.0,1.0,0.0,
589347,3.0,0.8605081,0.3780443,0.30592614,0.14016822,9.0,0.0,1.0,0.0,
586580,4.0,-0.76526535,0.42752048,0.42925695,-0.20967434,9.0,0.0,1.0,0.0,
588230,5.0,0.5744376,-0.5867776,-0.41300812,0.38957316,9.0,0.0,1.0,0.0,
588270,5.0,0.5750541,-0.58744407,-0.41221717,0.3884958,9.0,0.0,1.0,0.0,
587468,6.0,0.48353863,-0.6481945,-0.44353095,0.3820264,9.0,0.0,1.0,0.0,
581655,0.0,-0.43260428,0.65645343,0.4843516,0.3794149,9.0,0.0,1.0,0.0,
589833,1.0,-0.7207076,-0.11516427,-0.53557247,-0.42084396,9.0,0.0,1.0,0.0,
588964,2.0,-0.8805386,-0.09443557,-0.43224207,0.15978219,9.0,0.0,1.0,0.0,
589388,3.0,0.8599694,0.37914088,0.306246,0.1398129,9.0,0.0,1.0,0.0,
588312,5.0,0.5754756,-0.58797836,-0.4114752,0.38784927,9.0,0.0,1.0,0.0,
587509,6.0,0.48347527,-0.6483333,-0.4437928,0.38156664,9.0,0.0,1.0,0.0,
581696,0.0,-0.43230417,0.65633494,0.4845564,0.3797002,9.0,0.0,1.0,0.0,
589874,1.0,-0.7207028,-0.11572106,-0.53449625,-0.42206576,9.0,0.0,1.0,0.0,
589005,2.0,-0.88055736,-0.09503044,-0.43203917,0.15987396,9.0,0.0,1.0,0.0,
589429,3.0,0.85995346,0.3792756,0.30611283,0.13983847,9.0,0.0,1.0,0.0,
588353,5.0,0.57555974,-0.5887678,-0.4106144,0.38743877,9.0,0.0,1.0,0.0,
587550,6.0,0.48318172,-0.64766777,-0.44368663,0.3831888,9.0,0.0,1.0,0.0,
581737,0.0,-0.43232852,0.65592176,0.48488596,0.37996563,9.0,0.0,1.0,0.0,
589914,1.0,-0.72019064,-0.11602598,-0.5341061,-0.4233484,9.0,0.0,1.0,0.0,
